"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"1","GO:0005634",1.12569704348021e-54,1,962,3734,"nucleus","CC"
"2","GO:0003735",7.17837822627659e-54,1,100,141,"structural constituent of ribosome","MF"
"3","GO:0006412",1.27585098592331e-38,1,82,128,"translation","BP"
"4","GO:0005654",1.23495386654302e-33,1,476,1632,"nucleoplasm","CC"
"5","GO:0022625",1.30788021774262e-31,1,39,40,"cytosolic large ribosomal subunit","CC"
"6","GO:0005730",7.99425398795478e-22,1,180,512,"nucleolus","CC"
"7","GO:0005739",2.2620869285602e-21,1,271,933,"mitochondrion","CC"
"8","GO:0006614",1.19262506722529e-20,1,27,29,"SRP-dependent cotranslational protein targeting to membrane","BP"
"9","GO:0022627",2.42812070699926e-18,1,23,24,"cytosolic small ribosomal subunit","CC"
"10","GO:0003723",9.56662432160575e-18,1,262,994,"RNA binding","MF"
"11","GO:0005737",1.73525645564067e-17,1,951,4632,"cytoplasm","CC"
"12","GO:0051082",6.52602727622167e-17,1,47,87,"unfolded protein binding","MF"
"13","GO:0005743",4.60597091408343e-16,1,90,243,"mitochondrial inner membrane","CC"
"14","GO:0005829",1.73635299023034e-15,1,731,3430,"cytosol","CC"
"15","GO:0019083",1.88383187536174e-15,1,23,27,"viral transcription","BP"
"16","GO:0006413",1.96840162367472e-15,1,31,43,"translational initiation","BP"
"17","GO:0002181",2.61438057433517e-14,1,21,25,"cytoplasmic translation","BP"
"18","GO:0003729",2.6851774894216e-14,1,53,111,"mRNA binding","MF"
"19","GO:0005840",3.38684599587059e-14,1,33,60,"ribosome","CC"
"20","GO:0000184",1.03740448873289e-13,1,31,48,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","BP"
"21","GO:0000502",6.22479713608295e-13,1,27,37,"proteasome complex","CC"
"22","GO:0042470",8.85224987565294e-13,1,42,81,"melanosome","CC"
"23","GO:0005783",2.40569810682701e-12,1,207,765,"endoplasmic reticulum","CC"
"24","GO:0005747",6.44420953473045e-11,1,18,25,"mitochondrial respiratory chain complex I","CC"
"25","GO:0006886",1.21974839972804e-10,1,76,211,"intracellular protein transport","BP"
"26","GO:1990904",1.38685469017715e-10,0.999999999970333,49,115,"ribonucleoprotein complex","CC"
"27","GO:0016607",2.20531334668314e-10,1,81,227,"nuclear speck","CC"
"28","GO:0045892",3.18093627067059e-10,1,89,294,"negative regulation of DNA-templated transcription","BP"
"29","GO:0046982",4.47894619474082e-10,1,86,271,"protein heterodimerization activity","MF"
"30","GO:0005874",5.62115558615579e-10,1,86,245,"microtubule","CC"
"31","GO:0000122",9.95520633075991e-10,1,127,450,"negative regulation of transcription by RNA polymerase II","BP"
"32","GO:0000027",1.03998262647723e-09,0.99999999992615,18,26,"ribosomal large subunit assembly","BP"
"33","GO:0000278",1.64593795562486e-09,0.999999999589812,43,95,"mitotic cell cycle","BP"
"34","GO:0000776",1.84866583301068e-09,0.999999999707146,28,49,"kinetochore","CC"
"35","GO:0000398",3.30938891639572e-09,0.999999998926094,55,145,"mRNA splicing, via spliceosome","BP"
"36","GO:0008017",3.87193770119448e-09,0.999999998619884,63,165,"microtubule binding","MF"
"37","GO:0005759",5.70545862014776e-09,0.999999997832826,67,196,"mitochondrial matrix","CC"
"38","GO:0006457",7.64146620386135e-09,0.999999997830433,43,104,"protein folding","BP"
"39","GO:1901990",2.52196743065372e-08,0.999999997609046,18,26,"regulation of mitotic cell cycle phase transition","BP"
"40","GO:0005839",4.32208417419195e-08,0.999999998644221,12,14,"proteasome core complex","CC"
"41","GO:0006414",5.14318938473779e-08,1,9,9,"translational elongation","BP"
"42","GO:0005925",5.79914439987185e-08,0.999999979625789,51,138,"focal adhesion","CC"
"43","GO:0008380",8.59377440397396e-08,0.999999971958173,44,118,"RNA splicing","BP"
"44","GO:0031145",1.48993373628286e-07,0.999999981685945,18,29,"anaphase-promoting complex-dependent catabolic process","BP"
"45","GO:0030150",1.55340961858616e-07,0.999999997562593,9,10,"protein import into mitochondrial matrix","BP"
