"","Date","Plate","Sample.ID","Chamber.ID","Light","Intercept","umol.L.min"
"2","20231113","2","Blank1","A1","1",244.339405651299,0.258903682967365
"3","20231113","2","Blank2","B1","1",231.36440607113,0.174974596437068
"4","20231113","2","Blank3","C1","1",235.416053946054,-0.376143856143856
"5","20231113","2","POC20-1","D1","1",217.527946708464,-0.886520376175549
"6","20231113","2","Blank4","A2","1",242.176474690773,-0.171458044761971
"7","20231113","2","Blank5","B2","1",236.37737030129,-0.0828020549621109
"8","20231113","2","Blank6","C2","1",220.104491957864,-0.0440428516009616
"9","20231113","2","POC20-2","D2","1",234.418552696874,-0.874667328320041
"10","20231113","2","Blank7","A3","1",238.17523943662,-0.00975102790657106
"11","20231113","2","Blank8","B3","1",233.510338698969,0.160582927917635
"12","20231113","2","Blank9","C3","1",228.520788919,0.275822944896114
"13","20231113","2","POC20-3","D3","1",215.001407379437,-1.09695945008708
"14","20231113","2","POC60-1","A4","1",223.498605849685,-1.02343250647908
"15","20231113","2","Blank10","B4","1",228.496828070175,0.173010526315793
"16","20231113","2","Blank11","C4","1",218.36161541418,0.114005425935975
"17","20231113","2","POC5-1","D4","1",205.928590258958,0.12354923215899
"18","20231113","2","POC60-2","A5","1",215.851749482402,-0.862509953814303
"19","20231113","2","Blank12","B5","1",215.599192912351,-0.180064146379936
"20","20231113","2","Blank13","C5","1",233.245850090256,-0.138599555014481
"21","20231113","2","POC5-2","D5","1",210.068363636364,-0.606817160367722
"22","20231113","2","POC60-3","A6","1",235.29532795544,-0.201971272173518
"23","20231113","2","Blank14","B6","1",211.942274231032,-0.279080246069714
"24","20231113","2","Blank15","C6","1",234.612024730426,-0.221034692920766
"25","20231113","2","POC5-3","D6","1",218.138279366701,0.00616751787538273
"26","20231113","2",NA,"A1","2",224.20270635408,0.486441498392517
"27","20231113","2",NA,"B1","2",222.980736976814,-0.189396567299005
"28","20231113","2",NA,"C1","2",224.985083451873,-0.509019630156469
"29","20231113","2",NA,"D1","2",213.104442285014,-0.564131893013822
"30","20231113","2",NA,"A2","2",264.978366962853,-0.859569295322723
"31","20231113","2",NA,"B2","2",250.671211362814,-0.621322843190446
"32","20231113","2",NA,"C2","2",258.723087551299,-1.10666484268125
"33","20231113","2",NA,"D2","2",194.174263111888,0.287814685314686
"34","20231113","2",NA,"A3","2",279.407979669355,-1.01383267487293
"35","20231113","2",NA,"B3","2",306.041009363746,-1.52475006002401
"36","20231113","2",NA,"C3","2",225.11080097393,0.0237563494395709
"37","20231113","2",NA,"D3","2",197.091561477326,-0.375979230700367
"38","20231113","2",NA,"A4","2",172.862641470889,1.40493564862104
"39","20231113","2",NA,"B4","2",260.821101398601,-0.969447552447553
"40","20231113","2",NA,"C4","2",248.134836506159,-0.98932586786114
"41","20231113","2",NA,"D4","2",226.277032504662,-0.81601929627175
"42","20231113","2",NA,"A5","2",160.632102513039,1.23550384068279
"43","20231113","2",NA,"B5","2",185.336122530073,0.0786937831882353
"44","20231113","2",NA,"C5","2",200.189201435279,0.359942741535292
"45","20231113","2",NA,"D5","2",239.653688647998,-1.28545257452574
"46","20231113","2",NA,"A6","2",168.057311992356,1.18767701863354
"47","20231113","2",NA,"B6","2",217.993746414228,-0.84624886099018
"48","20231113","2",NA,"C6","2",238.504907357187,-0.515081445192895
"49","20231113","2",NA,"D6","2",194.221179904306,0.221795762132605
