Measurement Name :,Meas_20231117-710,,Generated On :,"17/11/2023, 20:09:42",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
17.11.23 19:27:40,0.28,196.45,208.08,226.08,218.39,218.09,194.68,214.13,219.62,183.29,224.85,223.92,219.62,232.3,194.39,223.3,207.18,212.61,214.13,211.4,No Sensor,232.3,193.21,217.78,203.28,,28,965,36,25.38,
17.11.23 19:27:55,0.53,200.3,218.7,220.54,215.95,230.43,206.88,217.78,224.54,195.27,222.38,217.48,222.38,228.87,191.74,226.39,215.65,215.65,204.18,209.89,No Sensor,230.12,193.8,227.01,205.98,,28,965,36,25.42,
17.11.23 19:28:10,0.78,193.8,227.32,225.16,229.18,223.3,211.1,217.78,225.77,188.23,223,207.18,232.93,226.39,201.79,226.08,212.31,221.15,208.98,219.01,No Sensor,226.7,202.39,228.56,222.07,,28,965,36,25.46,
17.11.23 19:28:25,1.03,206.28,214.13,226.39,231.36,227.94,217.17,231.36,235.75,194.09,227.94,228.56,219.01,233.55,199.12,221.15,209.29,219.62,214.43,227.63,No Sensor,230.74,211.4,220.23,222.69,,28,965,36,25.49,
17.11.23 19:28:40,1.28,209.89,231.99,223.61,228.56,225.16,191.16,209.89,230.74,189.69,219.92,225.77,220.54,240.16,212,222.38,215.34,222.69,205.08,231.99,No Sensor,228.87,206.88,219.01,215.65,,28,965,36,25.54,
17.11.23 19:28:55,1.53,198.23,222.69,221.46,221.46,227.63,197.04,230.74,217.78,187.94,226.08,213.52,216.26,221.77,198.82,224.23,198.82,215.34,210.49,220.23,No Sensor,232.3,195.57,213.22,209.59,,28,965,36,25.6,
17.11.23 19:29:10,1.78,197.64,216.87,223.3,226.7,214.43,204.18,217.48,216.26,189.69,214.73,214.13,222.69,235.12,193.5,220.23,214.13,225.16,203.28,228.87,No Sensor,227.94,212.31,227.63,209.29,,28,965,36,25.63,
17.11.23 19:29:25,2.03,199.71,218.09,210.49,220.54,221.15,213.22,224.85,225.46,183,216.87,223,222.38,233.86,201.2,214.43,203.88,223.3,201.2,216.56,No Sensor,235.75,208.08,212.61,214.13,,28,965,36,25.67,
17.11.23 19:29:40,2.28,202.39,222.38,217.78,226.7,217.48,206.88,205.68,222.07,194.98,226.7,211.4,222.38,227.94,202.99,218.09,209.89,222.38,204.78,211.4,No Sensor,236.06,194.98,223.92,217.48,,28,965,36,25.71,
17.11.23 19:29:55,2.53,204.78,232.3,226.08,224.85,231.36,210.49,224.85,225.77,197.04,223,223.92,215.04,237.32,196.45,215.04,220.23,224.85,216.87,225.16,No Sensor,223.61,211.7,226.39,220.84,,28,965,36,25.75,
17.11.23 19:30:10,2.78,206.58,230.43,231.36,235.43,224.54,217.17,213.22,225.77,198.52,230.74,227.94,231.36,225.46,208.08,223.92,213.22,223.3,201.5,227.01,No Sensor,233.86,209.59,227.32,219.62,,28,965,36,25.81,
17.11.23 19:30:25,3.03,210.49,228.56,231.05,223.61,237,212.31,223.61,220.84,206.88,233.24,223.3,228.25,235.43,196.75,230.43,220.54,227.94,219.92,219.01,No Sensor,228.25,209.29,219.92,227.94,,28,965,36,25.84,
17.11.23 19:30:40,3.28,201.5,214.73,228.25,223,234.18,214.73,224.85,228.56,194.09,222.07,215.34,229.81,231.05,208.08,218.39,208.68,218.09,206.58,231.68,No Sensor,220.54,218.09,237,219.01,,28,965,36,25.86,
17.11.23 19:30:55,3.53,206.88,215.04,226.7,228.87,219.92,207.78,227.32,222.69,196.16,226.7,229.18,221.77,230.74,202.69,237.32,221.77,223.92,207.78,230.12,No Sensor,234.8,212,234.8,236.06,,28,965,36,25.92,
17.11.23 19:31:10,3.78,198.23,225.77,219.92,226.39,229.18,202.99,224.23,230.43,199.12,231.36,222.69,222.07,239.21,212,231.05,203.58,228.87,225.46,214.13,No Sensor,235.43,212,231.05,220.84,,28,965,36,25.95,
17.11.23 19:31:25,4.03,210.49,227.94,227.94,229.5,237.32,205.98,228.87,228.25,199.71,221.46,212,222.69,237.32,208.98,224.54,222.38,226.39,223.3,227.94,No Sensor,231.99,208.98,220.84,232.93,,28,965,36,25.99,
17.11.23 19:31:40,4.28,214.73,227.63,234.49,232.3,231.68,213.82,226.39,219.62,202.39,235.43,225.46,233.55,234.18,206.88,227.94,218.39,237,215.34,227.32,No Sensor,234.8,222.07,220.54,239.21,,28,965,36,26.03,
17.11.23 19:31:55,4.53,213.82,227.94,227.32,230.12,227.32,224.54,230.74,227.01,197.64,246.83,216.87,235.12,240.47,203.58,218.09,229.81,221.46,224.54,230.12,No Sensor,231.36,220.54,235.12,215.34,,28,965,36,26.06,
17.11.23 19:32:10,4.78,215.95,226.08,237.63,236.69,232.93,209.29,222.07,221.15,200.3,229.5,217.17,234.18,242.38,204.48,240.79,219.01,240.16,225.16,233.24,No Sensor,227.94,215.95,236.69,229.5,,28,965,36,26.09,
17.11.23 19:32:25,5.03,209.59,205.68,226.7,234.18,228.87,206.28,224.23,231.36,202.09,228.56,217.78,227.94,234.49,215.04,233.24,215.04,233.86,214.43,227.94,No Sensor,238.26,221.46,221.77,227.32,,28,965,36,26.13,
17.11.23 19:32:40,5.28,200.3,227.01,227.63,226.7,237.95,227.32,211.4,222.07,192.33,224.54,240.16,221.15,223.92,205.38,226.08,216.56,228.25,226.7,222.07,No Sensor,228.87,210.49,213.52,221.77,,28,965,36,26.16,
17.11.23 19:32:55,5.53,204.48,224.54,231.05,234.18,223.3,213.82,243.33,222.38,215.04,234.8,222.69,225.77,231.05,216.87,231.05,220.84,229.81,220.54,226.08,No Sensor,243.96,215.95,234.18,238.26,,28,965,36,26.2,
17.11.23 19:33:10,5.78,208.98,227.63,231.68,228.56,245.24,219.92,231.36,222.38,201.2,242.38,226.7,229.81,241.42,201.79,237.63,226.39,243.33,216.56,226.7,No Sensor,240.79,217.17,232.61,237.95,,28,965,36,26.24,
17.11.23 19:33:25,6.03,205.08,220.54,215.34,221.15,225.77,212.31,227.63,222.38,196.16,226.08,223.92,218.39,227.01,213.22,228.87,207.48,219.92,212.61,239.84,No Sensor,237.32,205.98,232.93,232.61,,28,965,36,26.25,
17.11.23 19:33:40,6.28,205.38,209.29,218.09,231.68,236.06,219.01,221.77,215.95,200.9,216.56,221.15,212.31,229.18,201.5,220.54,204.48,222.69,215.65,224.23,No Sensor,237,214.13,219.62,206.58,,28,965,36,26.31,
17.11.23 19:33:55,6.53,216.87,215.04,223,225.16,236.37,209.59,231.05,229.81,205.08,230.74,229.81,215.95,235.12,210.49,227.01,223,240.47,217.17,228.25,No Sensor,246.51,215.65,235.12,231.36,,28,965,36,26.34,
17.11.23 19:34:10,6.78,228.56,239.53,249.07,225.46,237.63,227.94,245.24,235.43,217.17,245.88,233.55,233.86,238.89,222.07,229.81,214.13,238.58,220.23,237.63,No Sensor,236.69,225.16,251.96,231.68,,28,965,36,26.36,
17.11.23 19:34:25,7.03,202.99,212.31,219.01,228.87,231.68,207.78,220.54,215.65,204.48,228.56,213.22,225.46,236.69,200.6,230.43,214.43,230.12,211.7,234.49,No Sensor,231.99,197.04,221.46,223.92,,28,965,36,26.39,
17.11.23 19:34:40,7.28,203.88,218.7,222.07,228.87,222.07,200.01,232.93,219.92,200.6,239.21,222.69,228.25,237,215.65,235.12,213.52,223,216.87,231.05,No Sensor,216.56,213.82,229.18,232.93,,28,965,36,26.45,
17.11.23 19:34:55,7.53,213.52,227.63,224.54,236.69,234.18,215.04,221.46,231.05,199.12,227.94,215.65,237.95,232.3,206.58,224.54,218.39,235.43,227.63,232.61,No Sensor,229.18,214.73,224.23,226.7,,28,965,36,26.48,
17.11.23 19:35:10,7.78,217.17,231.36,234.49,232.93,238.89,221.46,242.06,234.18,201.2,241.74,223.3,229.5,242.38,212.91,242.06,225.16,239.21,231.68,233.86,No Sensor,233.86,228.87,235.12,231.36,,28,965,36,26.5,
17.11.23 19:35:25,8.03,229.5,233.55,233.86,249.71,225.46,232.61,224.54,228.25,210.19,232.3,229.81,241.11,242.06,226.08,244.28,233.55,241.11,231.36,237.32,No Sensor,244.92,229.18,239.53,242.38,,28,965,36,26.56,
17.11.23 19:35:40,8.28,215.34,232.93,227.01,233.55,227.63,221.77,228.56,224.23,213.52,239.84,218.7,231.99,240.47,216.26,234.49,217.48,225.77,219.92,229.81,No Sensor,240.79,209.89,225.46,231.68,,28,965,36,26.58,
17.11.23 19:35:55,8.53,214.13,225.46,219.31,231.68,226.7,216.56,232.3,228.87,202.99,223.61,229.5,227.63,235.75,208.98,227.94,218.09,220.84,222.69,233.86,No Sensor,235.43,216.56,222.38,231.36,,28,965,36,26.6,
17.11.23 19:36:10,8.78,231.36,225.46,244.28,235.43,234.8,234.49,225.77,231.05,213.52,228.25,233.24,242.69,241.42,224.54,233.86,224.85,234.8,239.53,234.49,No Sensor,257.14,230.74,246.83,233.86,,28,965,36,26.63,
17.11.23 19:36:25,9.03,211.7,219.01,233.55,231.36,236.06,212.61,227.01,232.3,212.61,228.56,226.39,231.36,234.18,214.43,239.53,225.46,229.5,215.34,236.37,No Sensor,240.16,228.87,242.69,224.23,,28,965,36,26.67,
17.11.23 19:36:40,9.28,214.73,219.01,233.86,227.63,229.81,218.7,223.92,227.94,207.48,232.93,226.08,227.63,235.43,214.13,235.12,224.85,224.23,230.43,227.63,No Sensor,245.24,221.77,226.08,234.8,,28,965,36,26.71,
17.11.23 19:36:55,9.53,213.22,218.7,238.26,236.06,237.63,223.61,238.58,226.39,206.58,229.5,231.99,240.47,243.96,218.09,233.55,229.5,229.81,225.16,240.79,No Sensor,242.06,230.74,243.65,232.61,,28,965,36,26.74,
17.11.23 19:37:10,9.78,214.43,218.39,232.3,229.81,229.5,220.54,231.36,227.63,212.61,241.74,218.7,224.54,241.42,217.48,232.61,217.78,228.56,211.7,232.61,No Sensor,238.58,211.1,227.94,221.46,,28,965,36,26.77,
17.11.23 19:37:25,10.03,202.99,220.23,245.24,228.25,226.7,224.54,223.3,222.07,202.99,227.94,228.56,228.56,244.6,203.88,223,222.69,237,229.18,227.63,No Sensor,239.21,219.31,223.92,235.75,,28,965,36,26.8,
17.11.23 19:37:40,10.28,212.31,238.26,240.47,228.56,245.24,211.1,223.61,229.5,210.79,238.89,226.08,239.21,248.75,213.22,233.86,233.55,243.33,215.95,246.83,No Sensor,248.43,221.15,240.47,242.38,,28,965,36,26.84,
17.11.23 19:37:55,10.53,216.26,234.18,226.39,232.3,232.93,222.07,223.92,231.36,219.31,226.7,226.08,238.26,240.47,213.82,232.61,224.54,230.43,222.38,232.3,No Sensor,231.68,226.7,240.79,242.69,,28,965,36,26.86,
17.11.23 19:38:10,10.78,215.34,227.63,226.39,222.07,239.84,219.92,216.87,224.23,203.88,227.32,222.69,222.38,230.74,210.49,222.38,216.26,225.16,222.69,239.21,No Sensor,229.81,216.56,236.37,227.01,,28,965,36,26.89,
17.11.23 19:38:25,11.03,215.34,229.81,231.99,235.75,234.18,229.5,226.08,231.99,212.61,227.01,235.12,231.99,243.01,217.78,231.99,215.95,242.38,220.84,237.63,No Sensor,244.28,233.24,238.58,239.84,,28,965,36,26.94,
17.11.23 19:38:40,11.28,224.54,228.56,249.71,244.28,238.58,223.61,230.43,237.32,228.25,236.06,246.19,243.96,238.89,223.61,251,235.12,242.06,234.18,249.39,No Sensor,242.06,227.94,234.8,240.47,,28,965,36,26.96,
17.11.23 19:38:55,11.53,215.65,227.01,228.25,230.74,233.86,239.84,232.93,226.39,214.13,233.86,234.18,238.26,234.8,218.39,240.79,228.25,232.93,223.3,244.92,No Sensor,238.26,230.12,226.7,245.24,,28,965,36,27,
17.11.23 19:39:10,11.78,216.87,232.61,237.32,238.89,244.92,219.62,228.87,235.12,209.59,215.65,218.39,244.28,234.18,207.78,237.32,221.15,225.16,226.7,233.86,No Sensor,247.47,215.04,231.99,240.79,,28,965,36,27.03,
17.11.23 19:39:25,12.03,216.87,232.61,237.95,236.37,223.61,227.63,230.74,229.5,218.7,242.06,235.43,238.89,243.96,219.31,219.92,219.92,236.69,230.43,250.68,No Sensor,239.53,224.54,237,255.84,,28,965,36,27.06,
17.11.23 19:39:40,12.28,215.95,234.18,231.99,227.32,230.43,233.24,232.93,227.32,216.26,229.18,224.23,233.55,239.21,219.92,234.18,220.23,225.16,223.92,237.32,No Sensor,236.37,223.61,231.36,246.83,,28,965,36,27.1,
17.11.23 19:39:55,12.53,219.92,246.83,240.16,238.89,241.42,232.93,239.53,239.84,215.95,244.6,236.06,237.32,242.06,226.39,252.29,234.49,241.42,226.08,225.46,No Sensor,243.01,231.68,246.51,241.74,,28,965,36,27.13,
17.11.23 19:40:10,12.78,215.95,222.07,230.74,241.11,234.49,209.29,224.85,235.12,207.78,228.25,219.92,236.06,241.11,213.52,221.46,227.32,232.3,224.54,241.74,No Sensor,248.43,223.92,231.68,238.89,,28,965,36,27.16,
17.11.23 19:40:25,13.03,210.49,234.18,233.55,238.26,241.74,224.54,238.58,228.87,219.31,239.53,230.43,226.39,241.74,223.92,235.75,229.5,233.86,223.3,234.8,No Sensor,245.56,232.3,234.18,237,,28,965,36,27.2,
17.11.23 19:40:40,13.28,223,226.08,236.06,227.32,229.18,224.85,237.95,230.43,219.62,233.55,227.32,231.68,249.07,212,235.43,229.5,237.32,229.18,248.43,No Sensor,239.84,219.92,238.89,246.83,,28,965,36,27.21,
17.11.23 19:40:55,13.53,223,236.37,240.47,226.08,239.53,233.24,240.16,223.92,219.01,237.63,235.12,234.18,237,222.69,230.43,234.18,235.75,228.87,243.01,No Sensor,249.07,223.3,242.06,251.96,,28,965,36,27.24,
17.11.23 19:41:10,13.78,230.74,221.77,238.26,232.3,234.49,240.47,223.61,238.58,217.17,237,235.43,230.74,239.21,223,240.79,234.49,241.11,221.77,233.24,No Sensor,240.79,232.3,236.69,244.28,,28,965,36,27.28,
17.11.23 19:41:25,14.03,208.38,238.58,237.32,245.88,235.75,237,235.75,242.38,214.13,229.81,241.74,232.93,237.32,219.92,238.26,225.77,231.68,226.39,243.65,No Sensor,239.21,230.43,248.75,259.74,,28,965,36,27.31,
17.11.23 19:41:40,14.28,224.85,249.07,234.18,243.33,226.7,227.63,238.58,230.74,217.17,244.28,227.32,226.08,242.69,223.92,229.81,229.81,234.49,227.32,240.79,No Sensor,240.79,223.3,238.26,250.36,,28,965,36,27.35,
17.11.23 19:41:55,14.53,216.87,222.69,234.49,240.79,244.92,234.49,241.42,229.81,221.77,241.11,236.37,234.49,255.19,225.77,244.28,225.46,243.33,231.36,233.24,No Sensor,235.12,233.24,240.16,252.29,,28,965,36,27.38,
17.11.23 19:42:10,14.78,227.32,247.47,244.28,242.06,250.36,226.39,237.32,239.53,225.16,235.43,234.8,240.47,244.6,233.55,244.28,223.92,235.43,231.68,245.88,No Sensor,245.24,229.18,237,258.76,,28,965,36,27.41,
17.11.23 19:42:25,15.03,225.16,249.39,238.58,240.79,231.05,223.92,231.05,222.07,220.84,234.8,243.65,250.36,238.89,230.43,236.69,236.69,245.88,225.46,246.51,No Sensor,236.69,218.09,234.18,253.9,,28,965,36,27.44,
17.11.23 19:42:40,15.28,209.29,226.08,237.63,234.49,220.84,223.61,237,215.34,206.88,229.5,231.68,228.87,242.38,202.99,229.81,212.91,220.84,216.56,229.5,No Sensor,234.8,222.38,241.42,251.96,,28,965,36,27.46,
17.11.23 19:42:55,15.53,224.23,223.3,233.55,238.58,244.6,229.5,239.21,240.47,214.13,236.69,240.16,234.49,247.47,227.32,251.32,227.01,235.43,226.7,247.15,No Sensor,239.84,238.26,231.99,264.97,,28,965,36,27.49,
17.11.23 19:43:10,15.78,215.95,226.7,234.18,237,241.42,242.38,231.99,228.56,223.92,232.3,235.43,235.75,242.38,226.08,235.12,228.87,233.55,228.87,239.53,No Sensor,240.16,236.37,237,261.7,,28,965,36,27.5,
17.11.23 19:43:25,16.03,227.01,225.46,231.05,241.74,241.11,215.34,250.04,231.68,218.7,246.83,238.26,239.21,237.32,225.16,238.26,233.24,233.86,234.8,249.39,No Sensor,238.58,229.81,240.79,248.43,,28,965,36,27.56,
17.11.23 19:43:40,16.28,216.87,238.89,241.42,237.63,245.24,227.63,233.24,236.69,228.56,230.43,235.75,241.42,227.94,228.56,228.56,223,235.43,239.84,238.89,No Sensor,239.84,226.39,221.46,251.96,,28,965,36,27.58,
17.11.23 19:43:55,16.53,223,236.06,245.24,243.01,232.3,234.8,240.79,228.56,235.75,243.65,237.95,233.24,245.88,227.01,237.32,228.56,242.38,230.74,238.89,No Sensor,243.65,224.85,242.38,259.74,,28,965,36,27.61,
17.11.23 19:44:10,16.78,236.69,250.36,241.74,243.65,236.69,247.79,237.95,238.89,229.5,242.06,247.15,251.64,254.55,226.08,234.8,237.32,231.68,239.53,241.42,No Sensor,252.61,241.11,247.15,269.59,,28,965,36,27.63,
17.11.23 19:44:25,17.03,214.43,225.16,235.75,241.74,243.96,229.18,238.26,230.12,224.54,242.69,232.61,247.15,237.63,227.01,239.21,228.87,230.12,233.24,233.55,No Sensor,244.28,235.12,236.37,257.46,,28,965,36,27.67,
17.11.23 19:44:40,17.28,217.17,246.51,247.79,236.06,237.95,223.61,240.79,232.61,224.85,249.07,248.43,238.89,244.92,215.65,239.53,224.54,242.69,223.92,240.16,No Sensor,250.04,241.42,243.65,257.14,,28,965,36,27.71,
17.11.23 19:44:55,17.53,224.54,234.18,233.55,238.26,240.47,226.7,241.74,231.68,223,240.47,242.06,237.32,248.43,218.7,233.86,225.16,229.5,226.39,237,No Sensor,243.01,231.05,244.92,255.52,,28,965,36,27.71,
17.11.23 19:45:10,17.78,226.39,230.12,239.21,245.88,233.55,224.54,238.58,234.49,226.39,236.69,243.01,245.88,251.96,224.54,237.95,244.92,232.93,238.89,238.89,No Sensor,235.43,222.07,237.63,258.11,,28,965,36,27.75,
17.11.23 19:45:25,18.03,214.73,237,225.46,233.86,229.81,216.56,226.39,223.92,213.82,234.49,234.8,243.01,240.47,219.31,239.53,219.62,234.8,222.69,238.58,No Sensor,246.51,222.69,231.05,244.6,,28,965,36,27.78,
17.11.23 19:45:40,18.28,229.18,245.88,244.6,249.07,242.06,222.69,232.93,236.69,219.92,235.12,230.74,239.53,244.6,225.16,236.06,228.87,236.69,221.77,235.12,No Sensor,246.19,237,239.21,269.26,,28,965,36,27.83,
17.11.23 19:45:55,18.53,228.87,238.89,229.81,235.75,243.96,218.09,230.74,235.12,222.69,235.43,249.07,233.24,244.6,213.52,248.11,228.56,236.37,229.81,239.21,No Sensor,235.75,231.36,250.68,257.79,,28,965,36,27.85,
17.11.23 19:46:10,18.78,231.68,241.74,242.06,241.42,244.92,237.32,240.79,240.79,227.01,246.19,248.75,252.29,244.92,236.37,239.84,234.8,246.19,240.16,255.52,No Sensor,250.04,231.05,243.96,275.9,,28,965,36,27.88,
17.11.23 19:46:25,19.03,217.17,228.25,240.79,234.49,236.69,221.15,239.84,230.12,215.65,230.74,233.55,233.55,239.21,226.39,229.5,234.18,248.11,230.12,233.55,No Sensor,240.79,226.08,237.63,262.68,,28,965,36,27.91,
17.11.23 19:46:40,19.28,235.43,234.49,251,244.92,251,237.95,243.33,237.63,229.81,251,248.11,246.19,251.32,222.69,245.24,241.74,246.51,229.81,249.39,No Sensor,248.75,240.47,234.18,271.58,,28,965,36,27.92,
17.11.23 19:46:55,19.53,222.07,228.56,248.11,238.26,238.58,240.47,232.93,237,220.84,250.04,239.21,238.58,243.96,229.81,244.92,232.93,237.95,231.68,245.24,No Sensor,242.69,226.08,245.56,256.16,,28,965,36,27.98,
17.11.23 19:47:10,19.78,227.63,233.55,245.24,243.33,246.19,222.69,230.43,225.77,225.16,235.75,234.18,245.56,252.61,222.07,254.55,223.3,238.89,229.5,249.07,No Sensor,255.19,237.95,248.75,254.87,,28,965,36,27.99,
17.11.23 19:47:25,20.03,220.23,234.18,239.21,236.69,243.33,236.69,237.63,236.37,223.3,240.79,244.28,247.15,254.22,234.18,233.24,228.87,236.37,228.87,242.06,No Sensor,253.58,216.26,228.56,261.37,,28,965,36,28.02,
17.11.23 19:47:40,20.28,226.08,239.84,230.12,234.8,239.21,228.87,237.95,226.08,215.34,241.42,238.26,237.63,240.79,225.16,231.05,219.31,217.78,233.86,238.58,No Sensor,236.69,225.46,237.32,261.04,,28,965,36,28.03,
17.11.23 19:47:55,20.53,215.95,241.74,232.3,240.79,248.43,231.68,233.24,227.63,227.94,243.33,236.06,237.32,242.69,234.49,239.53,223,232.3,220.23,231.36,No Sensor,242.69,229.18,231.68,263.99,,28,965,36,28.08,
17.11.23 19:48:10,20.78,235.43,249.07,248.11,236.69,241.42,236.06,236.37,228.87,233.24,244.28,238.58,233.24,241.11,231.05,240.47,226.7,243.65,238.26,240.16,No Sensor,242.38,229.5,235.75,266.62,,28,965,36,28.08,
17.11.23 19:48:25,21.03,225.16,233.24,246.51,247.15,242.38,229.18,237.95,233.55,231.36,230.43,236.06,237.32,247.15,229.81,245.88,232.3,242.06,232.61,232.93,No Sensor,238.26,244.28,247.15,255.52,,28,965,36,28.11,
17.11.23 19:48:40,21.28,233.24,240.16,252.29,252.93,258.11,241.11,239.53,236.37,232.93,246.19,242.69,244.6,236.69,232.3,250.04,244.28,244.6,238.58,240.16,No Sensor,250.04,228.56,246.19,266.29,,28,965,36,28.13,
17.11.23 19:48:55,21.53,225.16,249.39,248.43,243.96,252.29,233.86,243.65,244.92,232.3,243.01,240.79,238.89,258.76,230.74,245.24,225.46,234.18,228.87,252.29,No Sensor,256.16,239.84,245.56,271.58,,28,965,36,28.14,
17.11.23 19:49:10,21.78,228.25,247.79,247.47,242.69,244.28,243.01,243.65,236.69,229.18,247.79,249.07,245.24,246.83,235.12,245.56,233.86,241.42,237.32,244.28,No Sensor,247.15,235.43,243.65,267.94,,28,965,36,28.17,
17.11.23 19:49:25,22.03,229.5,247.79,247.79,243.65,244.6,243.33,243.33,237.32,230.43,248.11,249.39,245.24,247.15,235.75,246.51,234.18,242.69,237.95,244.6,No Sensor,247.79,235.75,243.01,268.27,,28,965,36,28.17,
17.11.23 19:49:40,22.28,228.56,247.15,248.11,243.01,243.96,242.69,243.65,237.32,229.81,248.43,248.43,245.88,246.51,236.37,245.88,233.55,242.38,237.63,244.28,No Sensor,247.79,235.43,243.96,268.27,,28,965,36,28.17,
17.11.23 19:49:55,22.53,228.25,246.19,247.47,243.01,243.01,242.06,243.96,236.37,229.81,248.43,248.75,244.92,246.83,236.69,245.24,233.24,242.38,237,243.96,No Sensor,247.15,234.8,242.38,268.6,,28,965,36,28.17,
17.11.23 19:50:10,22.78,228.56,246.83,246.83,243.33,244.28,242.38,243.96,237.32,230.43,248.11,248.43,245.24,246.51,236.37,245.88,233.24,242.38,237,244.28,No Sensor,248.11,235.43,243.01,268.93,,28,965,36,28.16,
17.11.23 19:50:25,23.03,228.56,247.47,247.15,243.33,244.28,241.74,243.33,236.37,229.5,247.79,248.11,244.92,246.83,236.69,245.88,232.93,242.38,237,243.33,No Sensor,247.15,234.8,242.38,268.93,,28,965,36,28.14,
17.11.23 19:50:40,23.28,228.56,246.83,247.15,242.69,243.65,240.79,243.65,236.37,227.94,247.47,249.07,244.92,246.83,235.75,245.56,232.61,242.06,237.32,243.01,No Sensor,247.47,234.8,242.69,267.61,,28,965,36,28.13,
17.11.23 19:50:55,23.53,228.25,247.15,246.83,243.01,244.28,241.74,243.65,237.63,228.87,246.83,248.75,244.6,246.51,235.75,245.88,232.93,242.38,236.69,243.01,No Sensor,246.83,234.49,242.69,267.28,,28,965,36,28.13,
17.11.23 19:51:10,23.78,228.56,247.79,247.15,243.65,244.6,241.42,243.96,236.37,228.56,247.47,248.75,244.92,246.51,235.75,245.88,233.55,242.06,237.32,243.96,No Sensor,247.79,234.8,242.06,268.27,,28,965,36,28.13,
17.11.23 19:51:25,24.03,228.25,247.47,247.79,244.28,244.92,240.47,243.96,236.69,228.56,247.47,248.43,244.28,246.19,236.06,245.56,233.55,243.01,237.32,243.01,No Sensor,247.47,235.43,242.06,268.6,,28,965,36,28.11,
17.11.23 19:51:40,24.28,227.94,246.83,247.15,244.28,243.33,241.11,243.65,237,228.87,247.15,249.39,244.92,247.15,235.43,245.88,232.93,242.38,237.63,242.69,No Sensor,247.47,235.43,242.38,267.94,,28,965,36,28.11,
17.11.23 19:51:55,24.53,227.32,246.83,247.15,243.65,243.96,240.47,243.65,237,226.7,248.11,247.79,244.6,246.19,235.12,244.92,232.3,242.38,237.32,243.33,No Sensor,246.83,235.12,242.38,268.27,,28,965,36,28.11,
17.11.23 19:52:10,24.78,227.63,246.83,246.83,243.65,243.65,240.79,242.69,237,227.32,246.83,248.75,244.92,246.51,236.06,245.24,232.93,242.06,237,242.69,No Sensor,247.47,234.8,242.69,268.27,,28,965,36,28.11,
